chosen_label_stable,disagreement_bin,item_id,model_id,original_agreement_surplus,original_chosen_label,original_distribution_agreement_gap,paraphrase_agreement_surplus,paraphrase_chosen_label,paraphrase_distribution_agreement_gap,paraphrase_minus_original_gap,paraphrase_minus_original_surplus
,diffuse,scruples_anecdotes::dev::4SYMVgbhNYNDaYrLu595LJzbj4J2RAgR,gpt-5.5,,,,0.5658823529411765,nobody,-0.020000000000000018,,
,diffuse,scruples_anecdotes::dev::4SYMVgbhNYNDaYrLu595LJzbj4J2RAgR,grok-4.3,,,,0.5058823529411764,nobody,0.15000000000000002,,
,diffuse,scruples_anecdotes::dev::4SYMVgbhNYNDaYrLu595LJzbj4J2RAgR,qwen/qwen3.7-max,,,,0.6058823529411765,nobody,-0.020000000000000018,,
,moderate_consensus,scruples_anecdotes::dev::4fAbH4wC4cuj3rV4PdxCavWJAp6LvNR6,claude-sonnet-4-6,,,,0.4430769230769231,other,0.17000000000000004,,
,moderate_consensus,scruples_anecdotes::dev::4fAbH4wC4cuj3rV4PdxCavWJAp6LvNR6,deepseek/deepseek-v3.2,,,,0.6230769230769231,other,0.0,,
,moderate_consensus,scruples_anecdotes::dev::4fAbH4wC4cuj3rV4PdxCavWJAp6LvNR6,gpt-5.5,,,,-0.2023076923076923,nobody,0.29,,
,moderate_consensus,scruples_anecdotes::dev::4fAbH4wC4cuj3rV4PdxCavWJAp6LvNR6,grok-4.3,,,,0.6230769230769231,other,0.09999999999999998,,
,moderate_consensus,scruples_anecdotes::dev::4fAbH4wC4cuj3rV4PdxCavWJAp6LvNR6,qwen/qwen3.7-max,,,,-0.0723076923076923,nobody,-0.22999999999999998,,
,diffuse,scruples_anecdotes::dev::5OQ22DTkpNrFqIkAUinBMfXFdh272JcF,claude-sonnet-4-6,,,,0.2651612903225806,nobody,0.16999999999999998,,
,diffuse,scruples_anecdotes::dev::5OQ22DTkpNrFqIkAUinBMfXFdh272JcF,deepseek/deepseek-v3.2,,,,0.3451612903225806,nobody,0.6,,
,diffuse,scruples_anecdotes::dev::5OQ22DTkpNrFqIkAUinBMfXFdh272JcF,gpt-5.5,,,,0.3651612903225806,nobody,0.15999999999999992,,
,diffuse,scruples_anecdotes::dev::5OQ22DTkpNrFqIkAUinBMfXFdh272JcF,grok-4.3,,,,0.3606451612903226,author,0.53,,
,diffuse,scruples_anecdotes::dev::5OQ22DTkpNrFqIkAUinBMfXFdh272JcF,qwen/qwen3.7-max,,,,0.3951612903225806,nobody,-0.09999999999999998,,
,low_consensus,scruples_anecdotes::dev::5uhfoBYis2AvpIQfYfbz2z7bA8DUFJXQ,claude-sonnet-4-6,,,,0.16153846153846152,other,0.17999999999999994,,
,low_consensus,scruples_anecdotes::dev::5uhfoBYis2AvpIQfYfbz2z7bA8DUFJXQ,deepseek/deepseek-v3.2,,,,0.16153846153846152,other,-0.050000000000000044,,
,low_consensus,scruples_anecdotes::dev::5uhfoBYis2AvpIQfYfbz2z7bA8DUFJXQ,gpt-5.5,,,,0.2815384615384615,other,0.16999999999999993,,
,low_consensus,scruples_anecdotes::dev::5uhfoBYis2AvpIQfYfbz2z7bA8DUFJXQ,grok-4.3,,,,0.2415384615384616,other,0.13,,
,low_consensus,scruples_anecdotes::dev::5uhfoBYis2AvpIQfYfbz2z7bA8DUFJXQ,qwen/qwen3.7-max,,,,0.3615384615384616,other,0.050000000000000044,,
,high_consensus,scruples_anecdotes::dev::8iL1QwhVdspjARCPBaPpyjnuvBO9qfyD,claude-sonnet-4-6,,,,0.009405940594059414,author,0.09999999999999998,,
,high_consensus,scruples_anecdotes::dev::8iL1QwhVdspjARCPBaPpyjnuvBO9qfyD,deepseek/deepseek-v3.2,,,,0.009405940594059414,author,0.1499999999999999,,
,high_consensus,scruples_anecdotes::dev::8iL1QwhVdspjARCPBaPpyjnuvBO9qfyD,gpt-5.5,,,,-0.0005940594059405946,author,0.08999999999999997,,
,high_consensus,scruples_anecdotes::dev::8iL1QwhVdspjARCPBaPpyjnuvBO9qfyD,grok-4.3,,,,-0.04059405940594052,author,0.09999999999999998,,
,high_consensus,scruples_anecdotes::dev::8iL1QwhVdspjARCPBaPpyjnuvBO9qfyD,qwen/qwen3.7-max,,,,-0.010594059405940492,author,0.10000000000000009,,
,high_consensus,scruples_anecdotes::dev::AkVDh4YI3sSQ07HvI3bBlDZHxjK19qdn,claude-sonnet-4-6,,,,0.04047619047619044,other,0.19999999999999996,,
,high_consensus,scruples_anecdotes::dev::AkVDh4YI3sSQ07HvI3bBlDZHxjK19qdn,deepseek/deepseek-v3.2,,,,-0.059523809523809534,other,0.0,,
,high_consensus,scruples_anecdotes::dev::AkVDh4YI3sSQ07HvI3bBlDZHxjK19qdn,gpt-5.5,,,,0.05047619047619045,other,0.040000000000000036,,
,high_consensus,scruples_anecdotes::dev::AkVDh4YI3sSQ07HvI3bBlDZHxjK19qdn,grok-4.3,,,,0.010476190476190417,other,0.12,,
,high_consensus,scruples_anecdotes::dev::AkVDh4YI3sSQ07HvI3bBlDZHxjK19qdn,qwen/qwen3.7-max,,,,0.14047619047619042,other,0.13,,
True,low_consensus,scruples_anecdotes::dev::EWtgIwYhslbXLk2zqME06Dps5y62TTTx,claude-sonnet-4-6,0.8833333333333333,nobody,0.19999999999999996,0.7833333333333333,nobody,0.13,-0.06999999999999995,-0.09999999999999998
True,low_consensus,scruples_anecdotes::dev::EWtgIwYhslbXLk2zqME06Dps5y62TTTx,deepseek/deepseek-v3.2,0.7833333333333333,nobody,0.04999999999999993,0.6333333333333333,nobody,0.04999999999999993,0.0,-0.15000000000000002
True,low_consensus,scruples_anecdotes::dev::EWtgIwYhslbXLk2zqME06Dps5y62TTTx,gpt-5.5,0.8033333333333333,nobody,0.69,0.7133333333333334,nobody,-0.06999999999999995,-0.7599999999999999,-0.08999999999999997
True,low_consensus,scruples_anecdotes::dev::EWtgIwYhslbXLk2zqME06Dps5y62TTTx,grok-4.3,0.6833333333333333,nobody,0.55,0.7533333333333333,nobody,0.12,-0.43000000000000005,0.06999999999999995
False,low_consensus,scruples_anecdotes::dev::EWtgIwYhslbXLk2zqME06Dps5y62TTTx,qwen/qwen3.7-max,0.20000000000000007,other,0.77,0.8333333333333334,nobody,0.0,-0.77,0.6333333333333333
,low_consensus,scruples_anecdotes::dev::JY2KFZ4J0V74WvSn30lZOogMkoYSkmy1,claude-sonnet-4-6,,,,0.1705882352941176,nobody,0.1499999999999999,,
,low_consensus,scruples_anecdotes::dev::JY2KFZ4J0V74WvSn30lZOogMkoYSkmy1,deepseek/deepseek-v3.2,,,,0.45588235294117646,other,0.65,,
,low_consensus,scruples_anecdotes::dev::JY2KFZ4J0V74WvSn30lZOogMkoYSkmy1,gpt-5.5,,,,0.09058823529411764,nobody,-0.12,,
,low_consensus,scruples_anecdotes::dev::JY2KFZ4J0V74WvSn30lZOogMkoYSkmy1,grok-4.3,,,,0.25058823529411767,nobody,0.030000000000000027,,
,low_consensus,scruples_anecdotes::dev::JY2KFZ4J0V74WvSn30lZOogMkoYSkmy1,qwen/qwen3.7-max,,,,0.37058823529411766,nobody,0.20000000000000007,,
,low_consensus,scruples_anecdotes::dev::JslRrpGtm7x6B8b5biC5kRwcUcebPkOj,claude-sonnet-4-6,,,,0.3692307692307692,nobody,0.04999999999999993,,
,low_consensus,scruples_anecdotes::dev::JslRrpGtm7x6B8b5biC5kRwcUcebPkOj,deepseek/deepseek-v3.2,,,,0.4692307692307692,nobody,0.0,,
,low_consensus,scruples_anecdotes::dev::JslRrpGtm7x6B8b5biC5kRwcUcebPkOj,gpt-5.5,,,,0.5092307692307692,nobody,0.05999999999999994,,
,low_consensus,scruples_anecdotes::dev::JslRrpGtm7x6B8b5biC5kRwcUcebPkOj,grok-4.3,,,,0.4692307692307692,nobody,0.1499999999999999,,
,low_consensus,scruples_anecdotes::dev::JslRrpGtm7x6B8b5biC5kRwcUcebPkOj,qwen/qwen3.7-max,,,,0.6192307692307693,nobody,0.19999999999999996,,
,high_consensus,scruples_anecdotes::dev::NlHHqGWqRGcPLihNg5WX8ZnQHnxTyPBD,claude-sonnet-4-6,,,,0.8886411149825785,nobody,0.88,,
,high_consensus,scruples_anecdotes::dev::NlHHqGWqRGcPLihNg5WX8ZnQHnxTyPBD,deepseek/deepseek-v3.2,,,,-0.038501742160278796,other,0.15000000000000002,,
,high_consensus,scruples_anecdotes::dev::NlHHqGWqRGcPLihNg5WX8ZnQHnxTyPBD,gpt-5.5,,,,0.0014982578397212398,other,0.07000000000000006,,
,high_consensus,scruples_anecdotes::dev::NlHHqGWqRGcPLihNg5WX8ZnQHnxTyPBD,grok-4.3,,,,0.031498257839721266,other,0.22000000000000008,,
,high_consensus,scruples_anecdotes::dev::NlHHqGWqRGcPLihNg5WX8ZnQHnxTyPBD,qwen/qwen3.7-max,,,,0.011498257839721249,other,0.050000000000000044,,
,high_consensus,scruples_anecdotes::dev::OKyXjXnRgBxjdUzTVJ04QyJQlNOl5C5j,claude-sonnet-4-6,,,,0.6784487534626038,nobody,0.3,,
,high_consensus,scruples_anecdotes::dev::OKyXjXnRgBxjdUzTVJ04QyJQlNOl5C5j,deepseek/deepseek-v3.2,,,,-0.011495844875346273,other,0.25,,
,high_consensus,scruples_anecdotes::dev::OKyXjXnRgBxjdUzTVJ04QyJQlNOl5C5j,gpt-5.5,,,,0.028504155124653763,other,0.07000000000000006,,
,high_consensus,scruples_anecdotes::dev::OKyXjXnRgBxjdUzTVJ04QyJQlNOl5C5j,grok-4.3,,,,-0.21149584487534623,other,0.09999999999999998,,
,high_consensus,scruples_anecdotes::dev::OKyXjXnRgBxjdUzTVJ04QyJQlNOl5C5j,qwen/qwen3.7-max,,,,-0.011495844875346273,other,0.030000000000000027,,
,high_consensus,scruples_anecdotes::dev::YHF3xPu1mg7cvdqd661kH2slmXZt7wZ7,claude-sonnet-4-6,,,,0.13949152542372878,other,0.08999999999999997,,
,high_consensus,scruples_anecdotes::dev::YHF3xPu1mg7cvdqd661kH2slmXZt7wZ7,deepseek/deepseek-v3.2,,,,0.019491525423728784,other,0.04999999999999993,,
,high_consensus,scruples_anecdotes::dev::YHF3xPu1mg7cvdqd661kH2slmXZt7wZ7,gpt-5.5,,,,0.09949152542372885,other,0.010000000000000009,,
,high_consensus,scruples_anecdotes::dev::YHF3xPu1mg7cvdqd661kH2slmXZt7wZ7,grok-4.3,,,,0.06949152542372883,other,0.050000000000000044,,
,high_consensus,scruples_anecdotes::dev::YHF3xPu1mg7cvdqd661kH2slmXZt7wZ7,qwen/qwen3.7-max,,,,0.11949152542372876,other,-0.030000000000000027,,
,high_consensus,scruples_anecdotes::dev::bhKBsCO0foZH2F16DP3LevMIiRpw12QF,claude-sonnet-4-6,,,,0.010000000000000009,other,0.07999999999999996,,
,high_consensus,scruples_anecdotes::dev::bhKBsCO0foZH2F16DP3LevMIiRpw12QF,deepseek/deepseek-v3.2,,,,0.010000000000000009,other,0.04999999999999993,,
,high_consensus,scruples_anecdotes::dev::bhKBsCO0foZH2F16DP3LevMIiRpw12QF,gpt-5.5,,,,0.07000000000000006,other,0.030000000000000027,,
,high_consensus,scruples_anecdotes::dev::bhKBsCO0foZH2F16DP3LevMIiRpw12QF,grok-4.3,,,,-0.020000000000000018,other,0.21999999999999997,,
,high_consensus,scruples_anecdotes::dev::bhKBsCO0foZH2F16DP3LevMIiRpw12QF,qwen/qwen3.7-max,,,,0.10999999999999999,other,0.029999999999999916,,
,low_consensus,scruples_anecdotes::dev::c2HbU5KI7vD3wXDPwsZjWi7SIeUuk889,claude-sonnet-4-6,,,,0.3905882352941177,other,0.32000000000000006,,
,low_consensus,scruples_anecdotes::dev::c2HbU5KI7vD3wXDPwsZjWi7SIeUuk889,deepseek/deepseek-v3.2,,,,0.3205882352941176,other,0.19999999999999996,,
,low_consensus,scruples_anecdotes::dev::c2HbU5KI7vD3wXDPwsZjWi7SIeUuk889,gpt-5.5,,,,0.3305882352941176,other,0.040000000000000036,,
,low_consensus,scruples_anecdotes::dev::c2HbU5KI7vD3wXDPwsZjWi7SIeUuk889,grok-4.3,,,,0.2905882352941176,other,0.06999999999999995,,
,low_consensus,scruples_anecdotes::dev::c2HbU5KI7vD3wXDPwsZjWi7SIeUuk889,qwen/qwen3.7-max,,,,0.4205882352941176,other,0.0,,
,low_consensus,scruples_anecdotes::dev::frnUT9GO435Kzol32YHDKH8njmJtyypd,claude-sonnet-4-6,,,,0.4911764705882353,everybody,0.050000000000000044,,
,low_consensus,scruples_anecdotes::dev::frnUT9GO435Kzol32YHDKH8njmJtyypd,deepseek/deepseek-v3.2,,,,0.3558823529411765,author,0.2,,
,low_consensus,scruples_anecdotes::dev::frnUT9GO435Kzol32YHDKH8njmJtyypd,gpt-5.5,,,,0.09058823529411764,other,0.020000000000000018,,
,low_consensus,scruples_anecdotes::dev::frnUT9GO435Kzol32YHDKH8njmJtyypd,grok-4.3,,,,0.6411764705882352,everybody,0.19999999999999996,,
,low_consensus,scruples_anecdotes::dev::frnUT9GO435Kzol32YHDKH8njmJtyypd,qwen/qwen3.7-max,,,,0.22058823529411764,other,0.0,,
,low_consensus,scruples_anecdotes::dev::hzCBdopG1gl9j2J97fyMLxf1YMmh96BI,claude-sonnet-4-6,,,,0.5629629629629629,nobody,0.09999999999999998,,
,low_consensus,scruples_anecdotes::dev::hzCBdopG1gl9j2J97fyMLxf1YMmh96BI,deepseek/deepseek-v3.2,,,,0.3907407407407408,author,0.5,,
,low_consensus,scruples_anecdotes::dev::hzCBdopG1gl9j2J97fyMLxf1YMmh96BI,gpt-5.5,,,,0.702962962962963,nobody,0.16000000000000003,,
,low_consensus,scruples_anecdotes::dev::hzCBdopG1gl9j2J97fyMLxf1YMmh96BI,grok-4.3,,,,0.6129629629629629,nobody,0.0,,
,low_consensus,scruples_anecdotes::dev::hzCBdopG1gl9j2J97fyMLxf1YMmh96BI,qwen/qwen3.7-max,,,,0.712962962962963,nobody,-0.13,,
,low_consensus,scruples_anecdotes::dev::zrT3PgMApNJ3qNr6DhCaqjjm6jPYIjEL,claude-sonnet-4-6,,,,0.18684210526315792,nobody,0.30000000000000004,,
,low_consensus,scruples_anecdotes::dev::zrT3PgMApNJ3qNr6DhCaqjjm6jPYIjEL,deepseek/deepseek-v3.2,,,,0.8324561403508772,author,0.75,,
,low_consensus,scruples_anecdotes::dev::zrT3PgMApNJ3qNr6DhCaqjjm6jPYIjEL,gpt-5.5,,,,0.3568421052631579,nobody,0.26,,
,low_consensus,scruples_anecdotes::dev::zrT3PgMApNJ3qNr6DhCaqjjm6jPYIjEL,grok-4.3,,,,0.38684210526315793,nobody,0.0,,
,low_consensus,scruples_anecdotes::dev::zrT3PgMApNJ3qNr6DhCaqjjm6jPYIjEL,qwen/qwen3.7-max,,,,0.5868421052631578,nobody,0.04999999999999993,,
True,low_consensus,scruples_anecdotes::test::5nt3SnAyE4uoImgKWY0Ev0j5j4cMD5Cw,claude-sonnet-4-6,0.573076923076923,nobody,0.5,0.6430769230769231,nobody,0.09999999999999998,-0.4,0.07000000000000006
True,low_consensus,scruples_anecdotes::test::5nt3SnAyE4uoImgKWY0Ev0j5j4cMD5Cw,deepseek/deepseek-v3.2,0.11153846153846159,other,0.55,0.11153846153846159,other,0.25,-0.30000000000000004,0.0
True,low_consensus,scruples_anecdotes::test::5nt3SnAyE4uoImgKWY0Ev0j5j4cMD5Cw,gpt-5.5,0.7030769230769232,nobody,0.22999999999999998,0.6430769230769231,nobody,0.22999999999999998,0.0,-0.06000000000000005
False,low_consensus,scruples_anecdotes::test::5nt3SnAyE4uoImgKWY0Ev0j5j4cMD5Cw,grok-4.3,0.21153846153846156,other,0.35,0.573076923076923,info,0.6,0.25,0.3615384615384615
False,low_consensus,scruples_anecdotes::test::5nt3SnAyE4uoImgKWY0Ev0j5j4cMD5Cw,qwen/qwen3.7-max,0.31153846153846154,other,0.04999999999999993,0.6730769230769231,nobody,0.09999999999999998,0.050000000000000044,0.3615384615384616
,low_consensus,scruples_anecdotes::test::AnBj8uautbWSawyCsS0BoBHlg9fa8KkC,claude-sonnet-4-6,,,,0.37444444444444447,other,0.08000000000000007,,
,low_consensus,scruples_anecdotes::test::AnBj8uautbWSawyCsS0BoBHlg9fa8KkC,deepseek/deepseek-v3.2,,,,0.2944444444444444,other,0.09999999999999998,,
,low_consensus,scruples_anecdotes::test::AnBj8uautbWSawyCsS0BoBHlg9fa8KkC,gpt-5.5,,,,0.3044444444444444,other,0.05999999999999994,,
,low_consensus,scruples_anecdotes::test::AnBj8uautbWSawyCsS0BoBHlg9fa8KkC,grok-4.3,,,,0.2944444444444444,other,0.15000000000000002,,
,low_consensus,scruples_anecdotes::test::AnBj8uautbWSawyCsS0BoBHlg9fa8KkC,qwen/qwen3.7-max,,,,0.3944444444444444,other,0.029999999999999916,,
,low_consensus,scruples_anecdotes::test::EPlzunhH4HxDVoUw17r4g24IjCPmx2pT,claude-sonnet-4-6,,,,0.4590909090909091,nobody,0.30000000000000004,,
,low_consensus,scruples_anecdotes::test::EPlzunhH4HxDVoUw17r4g24IjCPmx2pT,deepseek/deepseek-v3.2,,,,0.5590909090909091,nobody,0.5,,
,low_consensus,scruples_anecdotes::test::EPlzunhH4HxDVoUw17r4g24IjCPmx2pT,gpt-5.5,,,,0.649090909090909,nobody,0.14,,
,low_consensus,scruples_anecdotes::test::EPlzunhH4HxDVoUw17r4g24IjCPmx2pT,grok-4.3,,,,0.4590909090909091,nobody,0.35000000000000003,,
,low_consensus,scruples_anecdotes::test::EPlzunhH4HxDVoUw17r4g24IjCPmx2pT,qwen/qwen3.7-max,,,,0.759090909090909,nobody,0.39999999999999997,,
,moderate_consensus,scruples_anecdotes::test::Q11XQy0gM32IYGEj2z9odYP0ExFp3LQj,claude-sonnet-4-6,,,,0.1576923076923077,other,0.15000000000000002,,
,moderate_consensus,scruples_anecdotes::test::Q11XQy0gM32IYGEj2z9odYP0ExFp3LQj,deepseek/deepseek-v3.2,,,,0.1576923076923077,other,0.0,,
,moderate_consensus,scruples_anecdotes::test::Q11XQy0gM32IYGEj2z9odYP0ExFp3LQj,gpt-5.5,,,,0.25769230769230766,other,0.04999999999999993,,
,moderate_consensus,scruples_anecdotes::test::Q11XQy0gM32IYGEj2z9odYP0ExFp3LQj,grok-4.3,,,,0.1576923076923077,other,0.09999999999999998,,
,moderate_consensus,scruples_anecdotes::test::Q11XQy0gM32IYGEj2z9odYP0ExFp3LQj,qwen/qwen3.7-max,,,,0.25769230769230766,other,-0.030000000000000027,,
,moderate_consensus,scruples_anecdotes::test::Zn10cxsrfEUvmMf30LumLZS88Kd2DPus,claude-sonnet-4-6,,,,-0.14230769230769225,other,0.10000000000000003,,
,moderate_consensus,scruples_anecdotes::test::Zn10cxsrfEUvmMf30LumLZS88Kd2DPus,deepseek/deepseek-v3.2,,,,0.05769230769230771,other,0.19999999999999996,,
,moderate_consensus,scruples_anecdotes::test::Zn10cxsrfEUvmMf30LumLZS88Kd2DPus,gpt-5.5,,,,-0.05230769230769228,other,0.020000000000000018,,
,moderate_consensus,scruples_anecdotes::test::Zn10cxsrfEUvmMf30LumLZS88Kd2DPus,grok-4.3,,,,0.007692307692307665,other,0.39999999999999997,,
,moderate_consensus,scruples_anecdotes::test::Zn10cxsrfEUvmMf30LumLZS88Kd2DPus,qwen/qwen3.7-max,,,,0.1576923076923077,other,0.16999999999999993,,
,high_consensus,scruples_anecdotes::test::gmym2jYHFGIcER0zusEWQVkSAHKYI29Q,claude-sonnet-4-6,,,,-0.12,author,0.12,,
,high_consensus,scruples_anecdotes::test::gmym2jYHFGIcER0zusEWQVkSAHKYI29Q,deepseek/deepseek-v3.2,,,,0.6599999999999999,other,0.04999999999999993,,
,high_consensus,scruples_anecdotes::test::gmym2jYHFGIcER0zusEWQVkSAHKYI29Q,gpt-5.5,,,,0.010000000000000009,author,0.030000000000000027,,
,high_consensus,scruples_anecdotes::test::gmym2jYHFGIcER0zusEWQVkSAHKYI29Q,grok-4.3,,,,-0.039999999999999925,author,0.0,,
,high_consensus,scruples_anecdotes::test::gmym2jYHFGIcER0zusEWQVkSAHKYI29Q,qwen/qwen3.7-max,,,,0.10999999999999999,author,0.25,,
,low_consensus,scruples_anecdotes::test::jysBTIW9NIztu6GSSduFBEQVYE7UsqHg,claude-sonnet-4-6,,,,0.6230769230769231,nobody,0.6,,
,low_consensus,scruples_anecdotes::test::jysBTIW9NIztu6GSSduFBEQVYE7UsqHg,deepseek/deepseek-v3.2,,,,0.31153846153846154,other,0.15000000000000002,,
,low_consensus,scruples_anecdotes::test::jysBTIW9NIztu6GSSduFBEQVYE7UsqHg,gpt-5.5,,,,0.32153846153846155,other,0.05999999999999994,,
,low_consensus,scruples_anecdotes::test::jysBTIW9NIztu6GSSduFBEQVYE7UsqHg,grok-4.3,,,,0.2615384615384616,other,0.050000000000000044,,
,low_consensus,scruples_anecdotes::test::jysBTIW9NIztu6GSSduFBEQVYE7UsqHg,qwen/qwen3.7-max,,,,0.4115384615384615,other,0.029999999999999916,,
True,high_consensus,scruples_anecdotes::test::qlnyCK81nT9N2qV0fHIVWAN2ezevMqOS,claude-sonnet-4-6,0.9267441860465115,nobody,0.13,0.8267441860465116,nobody,0.22999999999999998,0.09999999999999998,-0.09999999999999998
True,high_consensus,scruples_anecdotes::test::qlnyCK81nT9N2qV0fHIVWAN2ezevMqOS,deepseek/deepseek-v3.2,0.7267441860465116,nobody,-0.15000000000000002,0.6767441860465115,nobody,-0.15000000000000002,0.0,-0.050000000000000044
True,high_consensus,scruples_anecdotes::test::qlnyCK81nT9N2qV0fHIVWAN2ezevMqOS,gpt-5.5,0.8967441860465116,nobody,0.020000000000000018,0.8367441860465116,nobody,0.07999999999999996,0.05999999999999994,-0.06000000000000005
True,high_consensus,scruples_anecdotes::test::qlnyCK81nT9N2qV0fHIVWAN2ezevMqOS,grok-4.3,0.8767441860465116,nobody,0.0,0.7267441860465116,nobody,0.0,0.0,-0.15000000000000002
True,high_consensus,scruples_anecdotes::test::qlnyCK81nT9N2qV0fHIVWAN2ezevMqOS,qwen/qwen3.7-max,0.9267441860465115,nobody,0.029999999999999916,0.9267441860465115,nobody,0.04999999999999993,0.020000000000000018,0.0
,moderate_consensus,scruples_anecdotes::test::rWZMMxc668hRc8Ipx3T0CGmI1qC8epg4,claude-sonnet-4-6,,,,0.40652173913043477,nobody,0.35,,
,moderate_consensus,scruples_anecdotes::test::rWZMMxc668hRc8Ipx3T0CGmI1qC8epg4,deepseek/deepseek-v3.2,,,,0.010869565217391353,other,0.050000000000000044,,
,moderate_consensus,scruples_anecdotes::test::rWZMMxc668hRc8Ipx3T0CGmI1qC8epg4,gpt-5.5,,,,0.5365217391304348,nobody,0.39999999999999997,,
,moderate_consensus,scruples_anecdotes::test::rWZMMxc668hRc8Ipx3T0CGmI1qC8epg4,grok-4.3,,,,-0.08913043478260863,other,0.0,,
,moderate_consensus,scruples_anecdotes::test::rWZMMxc668hRc8Ipx3T0CGmI1qC8epg4,qwen/qwen3.7-max,,,,0.0608695652173914,other,0.10000000000000009,,
,low_consensus,scruples_anecdotes::test::vcbTZpUGNeNlsQsz7el6Ury1VoEyvIF3,claude-sonnet-4-6,,,,0.14105263157894732,nobody,0.020000000000000018,,
,low_consensus,scruples_anecdotes::test::vcbTZpUGNeNlsQsz7el6Ury1VoEyvIF3,deepseek/deepseek-v3.2,,,,0.1210526315789473,nobody,0.5499999999999999,,
,low_consensus,scruples_anecdotes::test::vcbTZpUGNeNlsQsz7el6Ury1VoEyvIF3,gpt-5.5,,,,0.20105263157894737,nobody,0.16000000000000003,,
,low_consensus,scruples_anecdotes::test::vcbTZpUGNeNlsQsz7el6Ury1VoEyvIF3,grok-4.3,,,,0.20105263157894737,nobody,0.030000000000000027,,
,low_consensus,scruples_anecdotes::test::vcbTZpUGNeNlsQsz7el6Ury1VoEyvIF3,qwen/qwen3.7-max,,,,0.32105263157894737,nobody,0.050000000000000044,,
,high_consensus,scruples_anecdotes::train::0oBnjnnzOVm56vjgmS1ii7yDRAlWUbsd,claude-sonnet-4-6,,,,0.5415966386554623,nobody,0.050000000000000044,,
,high_consensus,scruples_anecdotes::train::0oBnjnnzOVm56vjgmS1ii7yDRAlWUbsd,deepseek/deepseek-v3.2,,,,0.5579831932773109,author,0.19999999999999996,,
,high_consensus,scruples_anecdotes::train::0oBnjnnzOVm56vjgmS1ii7yDRAlWUbsd,gpt-5.5,,,,-0.14277310924369746,other,0.010000000000000009,,
