brier_majority_label,disagreement_bin,item_id,jsd,model_distribution_entropy,model_id,source_entropy,source_entropy_normalized,total_variation_distance
0.361,moderate_consensus,scruples_anecdotes::dev::XlLvqXFOAsVoaGbCg1onrszb5txetiHb,0.5785007822124877,0.28639695711595625,deepseek/deepseek-v3.2,1.295659529821394,0.5580101867384688,0.8195652173913043
0.031999999999999994,moderate_consensus,scruples_anecdotes::train::vIBoQIbbF2LwLF2W8AmFyWGs4ZAuuyOw,0.02297385062481007,1.578897902987479,deepseek/deepseek-v3.2,1.4133912888392068,0.6087144954881866,0.11481481481481481
0.298,low_consensus,scruples_anecdotes::train::gGW8tT8fWZttTili6HOv6saXw7j44iSH,0.37388568231978125,1.3361602543738118,deepseek/deepseek-v3.2,1.8498687225851778,0.7966950943306088,0.5470588235294117
0.3506,moderate_consensus,scruples_anecdotes::train::R09LRBZVsRxK89ZJud8aXjmASkbjVcYP,0.46584995462645706,0.6536395280563827,qwen/qwen3.7-max,1.510562004367972,0.650563644797644,0.7275862068965517
0.13744,diffuse,scruples_anecdotes::test::DBg4PQA4N9rmzfkW7EnorDistWquwSrW,0.12965595117494647,2.147277445227325,gpt-5.5,2.154848657025984,0.9280428027770243,0.2965217391304348
0.17500000000000002,low_consensus,scruples_anecdotes::dev::k3o833baBBM5ZMhaFldN1W6AfOfuwedg,0.256239360926912,2.041446071165522,claude-sonnet-4-6,1.6340649724200549,0.7037534779901632,0.5447368421052632
0.153,diffuse,scruples_anecdotes::train::pcEJCfxeZbaE5llvG8bYdSYP7GmHbm8M,0.033037197111951896,2.1037016960573482,claude-sonnet-4-6,2.041946032206046,0.8794182889221218,0.18333333333333335
0.002599999999999999,low_consensus,scruples_anecdotes::train::hHXePf97dLgmjW264slcvyYhaY7KP4Wy,0.12914161250652575,0.6536395280563827,gpt-5.5,1.6340649724200549,0.7037534779901632,0.32105263157894737
0.03116,low_consensus,scruples_anecdotes::train::WZllrSzWkSaT9eJuCWMmExlrEzlQWfNE,0.013413933375631836,1.610832396986586,gpt-5.5,1.8799649487271108,0.809656833416415,0.10333333333333332
0.20299999999999999,low_consensus,scruples_anecdotes::dev::xt7rlZPVab1yl52IpZ7BWlBZe0OOMZ7u,0.18851994346817677,1.9854752972273344,claude-sonnet-4-6,1.8799649487271108,0.809656833416415,0.42777777777777776
0.024000000000000004,moderate_consensus,scruples_anecdotes::train::XtqblJXoWy6TyRJt3qcSQCY4PCaLSdS9,0.027434488274146348,1.4190352743388661,grok-4.3,1.2973860538718165,0.5587537601739356,0.11486486486486489
0.008440000000000005,high_consensus,scruples_anecdotes::dev::XGZ0mhtSQoHHUJwnVZu9ziM1xvKFSfen,0.0352089665634566,1.0155657959446267,gpt-5.5,0.48137627986083165,0.20731747934863737,0.11220338983050848
0.17300000000000001,low_consensus,scruples_anecdotes::train::dKtWvW7GC0YysydEX6v95Dt8IlsJXJqQ,0.08930365368765363,2.0638651219508537,claude-sonnet-4-6,1.8009709569877819,0.7756359729456428,0.3238095238095238
0.36164,low_consensus,scruples_anecdotes::train::kkDVhivVGHDSWUIUSezdoIgdnZjS3Miz,0.6602409753997542,0.5546303151806381,qwen/qwen3.7-max,1.5693078231812958,0.6758640918453694,0.8611764705882353
0.36564,diffuse,scruples_anecdotes::train::zDKyi2FYXQ5leQiLIbwL9APu8xuqeYAi,0.5179399948443071,0.5546303151806381,qwen/qwen3.7-max,2.1280852788913944,0.9165164431996026,0.7771428571428571
0.024000000000000004,diffuse,scruples_anecdotes::train::UDmO1Kg46mVY2HJIR1G4jRR5keV99bXj,0.09392774038023063,1.4190352743388661,deepseek/deepseek-v3.2,1.971747257128181,0.8491853220906186,0.3045454545454545
0.05299999999999999,low_consensus,scruples_anecdotes::train::ZniTK6g9j4kiZCDQWmRM1wHCFvFhyYtv,0.05889531283846489,1.8192407046368488,claude-sonnet-4-6,1.900964550802538,0.8187008697591708,0.17857142857142858
0.23348,high_consensus,scruples_anecdotes::train::di1xul3xrtpRpzsi2KbPOxboZfFT6Qkn,0.47501447355021553,1.359126297887629,claude-sonnet-4-6,0.6821995113475348,0.29380733746650695,0.7174358974358974
0.01596,moderate_consensus,scruples_anecdotes::train::bYMeYZmMjR0K3oa6QIwMeSMwhZI1OtZp,0.05607745273654781,1.1792763661559884,gpt-5.5,1.4063114110214168,0.6056653580780406,0.1451219512195122
0.01776,moderate_consensus,scruples_anecdotes::dev::JTJ6AbkB5XEBv9eGRWxBOTUdKjQznUK1,0.019572318878958793,1.2025633027955334,qwen/qwen3.7-max,1.2924329231252965,0.556620562872337,0.08279569892473115
0.10700000000000001,low_consensus,scruples_anecdotes::train::KKHNZhoZPIjh0kXzjMVwuRQ2sYyb7NIG,0.0785561909463153,1.8219280948873624,deepseek/deepseek-v3.2,1.5526141786518868,0.6686745304777428,0.30675675675675673
0.025000000000000005,moderate_consensus,scruples_anecdotes::train::50sMbnPpLv4ynwgGTnjQIRI6nGLpmAg2,0.05028210795760699,1.319035274338866,deepseek/deepseek-v3.2,1.5058762556041068,0.6485456026480259,0.10384615384615384
0.024000000000000004,high_consensus,scruples_anecdotes::train::aL6HbwfQstGto8JG4lioXotl8SjuKKfp,0.04640846183482611,1.4190352743388661,claude-sonnet-4-6,1.0301093919718476,0.44364396737351103,0.15348837209302327
0.031999999999999994,moderate_consensus,scruples_anecdotes::train::gSBIprBNTlO9a6lros5BCpwZppQhuKmx,0.0712123999122159,1.578897902987479,deepseek/deepseek-v3.2,1.1387545725591393,0.49043489980010807,0.20555555555555555
0.01776,low_consensus,scruples_anecdotes::train::vcmlQdZxU2h3XuTfE77pJmQmXNv9tWpD,0.028454277601271543,1.2025633027955334,qwen/qwen3.7-max,1.6016187715384316,0.6897796598719078,0.13709677419354838
0.17900000000000002,diffuse,scruples_anecdotes::train::Kf75W8KlfpEAa4f4ZR24ZmXeDtqvc3se,0.2662234759128611,1.9464393446710155,qwen/qwen3.7-max,1.9143411836123523,0.8244618719363133,0.5461538461538462
0.31324,low_consensus,scruples_anecdotes::train::smzdItCgmAlrIJSv30VZYh4o8TIzm0P8,0.31533447145702626,1.1359492089323628,gpt-5.5,1.478112260153897,0.6365883006491642,0.5606896551724138
0.25799999999999995,moderate_consensus,scruples_anecdotes::dev::gGHIJTYhxeHr6tW4N7i8zzhjRgHIpcJD,0.453774575599871,1.1540157730728,qwen/qwen3.7-max,1.3752580686696534,0.5922914114773083,0.7047619047619047
0.34656000000000003,moderate_consensus,scruples_anecdotes::train::cV1vNXE16iDSbaODYX7RO3Kd9CwMkIv8,0.6101382430047337,0.6611884030780174,qwen/qwen3.7-max,1.3699740752745009,0.5900157193890015,0.8333333333333333
0.057519999999999995,diffuse,scruples_anecdotes::test::rVMKAIGuPyq59SnpIC18E4LeoLe21dNF,0.09484629548967866,1.6962250021863583,gpt-5.5,1.971747257128181,0.8491853220906186,0.2745454545454546
0.272,high_consensus,scruples_anecdotes::train::zBotmK84omz2JqzSZvURIN8is8hvGJSN,0.5889774154776578,1.578897902987479,claude-sonnet-4-6,0.9014828729297167,0.3882475408754844,0.8018518518518518
0.045320000000000006,low_consensus,scruples_anecdotes::train::9bc9j6k3JeWSHQavRUZ0ArX03aCschQt,0.04753778966622965,1.5700408379294315,gpt-5.5,1.6451407133456022,0.7085235399700905,0.10999999999999999
0.24100000000000002,diffuse,scruples_anecdotes::train::XvTpt6f3c13CwQwKZdNXSUZiUPnCjqcs,0.14389533586388442,1.5437519544205018,grok-4.3,2.0419460322060456,0.8794182889221216,0.35
0.06836,low_consensus,scruples_anecdotes::train::WLLZQh7uPMronj8YDaW3ulLAAKBIPZRv,0.06431690575830998,1.8498192550701216,claude-sonnet-4-6,1.6879430945989,0.7269575222056059,0.21666666666666667
0.060999999999999985,low_consensus,scruples_anecdotes::train::XbWKNjQgLrvvrLyt9OgP08RWjIimFIDQ,0.03101624795878347,1.543751954420502,grok-4.3,1.5136624542334847,0.651898935874202,0.08999999999999996
0.024000000000000004,low_consensus,scruples_anecdotes::train::cp3vSoOZpT6SCCewrcdwrUZy2T3t6XLR,0.01941258237372439,1.4190352743388661,deepseek/deepseek-v3.2,1.6729330318733675,0.7204930400545079,0.12272727272727271
0.0194,diffuse,scruples_anecdotes::dev::rmJy9fTo8qXpliiqv7ABUoJvB1BO7ltn,0.11792474795110966,1.225215419443299,gpt-5.5,2.0280916850766384,0.8734515463860745,0.32857142857142857
0.08316000000000001,low_consensus,scruples_anecdotes::train::juscNYUgg0kaeKXf9UxUYB2pdqln9Ckl,0.06015949872190217,1.914163212912909,gpt-5.5,1.6729330318733675,0.7204930400545079,0.23818181818181816
0.26856,diffuse,scruples_anecdotes::test::tUvNU7FwkwAL9eB7WMjjlGuYaUkRrvoH,0.24201141066471088,1.2623049873059045,qwen/qwen3.7-max,1.9628066316931743,0.8453348043012464,0.55
0.33808,high_consensus,scruples_anecdotes::train::qVG3g1PtOG6i1lTjiXvtGHm2b20Q0rnO,0.5908091955638688,0.8632626447692777,qwen/qwen3.7-max,0.795715463399228,0.34269599698255454,0.8119327731092437
0.05112000000000001,moderate_consensus,scruples_anecdotes::train::OpF1S5CZQzjLG7Llv5wSkwSvcYepGQuS,0.10192335332288968,1.6848488519551674,gpt-5.5,1.4120810223604412,0.6081501944309529,0.2648648648648649
0.152,moderate_consensus,scruples_anecdotes::test::XYB06zfLyWXqrqpcJYevU3a9olUKkFip,0.21956987161750133,2.0783898247235197,gpt-5.5,1.465790469338445,0.6312815941914649,0.49473684210526314
0.16272000000000003,diffuse,scruples_anecdotes::train::0j6JdAKI2BPOKHh31NxjAYEOEvfwoLvt,0.19025569758619945,2.2715542361747625,gpt-5.5,1.8153748627310893,0.781839397493984,0.42592592592592593
0.17500000000000002,low_consensus,scruples_anecdotes::train::DSwZO2pKeAVIinhMjEnJLXP9hDHiP60t,0.1862963271062859,2.041446071165522,grok-4.3,1.6823052725172327,0.7245294443964434,0.4906976744186047
0.002839999999999999,low_consensus,scruples_anecdotes::dev::EtYFeFLD7AQIOp0DjPR2sJWM6fVW3sdR,0.15111250837798873,0.626090653034748,gpt-5.5,1.8230264907128848,0.7851347742968418,0.3615384615384616
0.11000000000000001,low_consensus,scruples_anecdotes::train::EzwZ6h7QQb0FrxScOgx2N4mf7Bt2bR4r,0.19291476176848554,2.1211274733371868,grok-4.3,1.5145125426576467,0.6522650490307782,0.41363636363636364
0.0037199999999999998,high_consensus,scruples_anecdotes::dev::lPQ9nbLVagtn0KAs56kCmKKGK7Q08z1e,0.008090846928005227,0.7559110856079004,qwen/qwen3.7-max,1.0144044449514424,0.43688021484603795,0.060434782608695656
0.24100000000000002,diffuse,scruples_anecdotes::train::uIggoGcpjeqNcySokZkDBzp5HmQicRYm,0.257441784292219,1.7332062193464952,deepseek/deepseek-v3.2,1.971747257128181,0.8491853220906186,0.5181818181818181
0.024360000000000003,low_consensus,scruples_anecdotes::train::c1CZ3b6gbpAfQYOzJT1mumsVhT0BSmOg,0.02867340778251342,1.391228083827602,gpt-5.5,1.6729330318733675,0.7204930400545079,0.12272727272727271
0.005760000000000001,high_consensus,scruples_anecdotes::train::UP2NGpwjzd4nUkLXT6W7fYNklteh1eVO,0.003529294330205556,0.8961322095473072,claude-sonnet-4-6,0.9014828729297167,0.3882475408754844,0.025925925925925943
0.04300000000000001,diffuse,scruples_anecdotes::train::vdUAwKq7euHmb9ivUBKuRksNjE9PUtAE,0.05901137508260802,1.6709505944546688,grok-4.3,1.8724282551741438,0.8064109561777693,0.20943396226415092
0.031999999999999994,low_consensus,scruples_anecdotes::train::HAmnTrrc0lUopNkM4ypEuFExshfTwO66,0.014181587426130831,1.578897902987479,deepseek/deepseek-v3.2,1.6729330318733675,0.7204930400545079,0.08181818181818183
0.009000000000000001,high_consensus,scruples_anecdotes::test::4R4VwmD5fTjlvMuEYswyGNTHNY6Sl4Kv,0.0731397867269789,0.6098403047164004,grok-4.3,0.1508601848567163,0.0649719451644064,0.14598393574297192
0.005680000000000001,moderate_consensus,scruples_anecdotes::train::uYQTbL5VAq3kKZwOFFZk2IjhnpW4b0SV,0.017460985998172557,0.9046797392700408,claude-sonnet-4-6,1.1448256936552599,0.49304958933743204,0.09216216216216216
0.23600000000000004,low_consensus,scruples_anecdotes::train::gxZSRlcPdcSOdYKWgX3uoaMDBWiGJ8rC,0.39138068024315853,1.7387586809150082,grok-4.3,1.5456684579273143,0.6656831713827449,0.6378787878787879
0.0016399999999999987,low_consensus,scruples_anecdotes::train::2DY77IITEInrLAOFTPuNgIMyUPy19GyZ,0.1281511747215501,0.5546303151806381,qwen/qwen3.7-max,1.8319473701815303,0.7889767879613856,0.3524324324324325
0.002599999999999999,moderate_consensus,scruples_anecdotes::train::CiCHygMQY8UnnCIoNsxlw7Ofu2iNQNQh,0.0557132304292868,0.6536395280563828,qwen/qwen3.7-max,1.5058762556041068,0.6485456026480259,0.20769230769230773
0.04300000000000001,moderate_consensus,scruples_anecdotes::train::YBLrcCocdllHcLkml0OG4hbUmU7CeETa,0.029819404301856263,1.6709505944546685,claude-sonnet-4-6,1.1625336732554152,0.5006760010420608,0.1777777777777778
0.0006400000000000009,low_consensus,scruples_anecdotes::train::ZuGsmhGYb8s9G0bOceLUZZ1aTq2weeN0,0.12102225063992696,0.38249336186032423,qwen/qwen3.7-max,1.6729330318733675,0.7204930400545079,0.3136363636363636
0.16699999999999998,diffuse,scruples_anecdotes::train::enAGDAsEGyTnr9lTsjeEcuOFIjYeiJZ0,0.06933954559699443,1.8804820237218407,qwen/qwen3.7-max,2.075869296697727,0.8940282437120122,0.2923076923076923
0.016,low_consensus,scruples_anecdotes::dev::JTOn66JRaG7jHHbyaDAG7pDuMPsj80D3,0.03781087126997926,1.2917601481809735,claude-sonnet-4-6,1.8118063542168128,0.7803025245295998,0.19130434782608696
0.07716,diffuse,scruples_anecdotes::train::FRj1jdoTZQKN7P5bbYpLDMTaj5funpFG,0.08000936594089955,2.0519075880210824,gpt-5.5,1.8850931455708964,0.8118654275822194,0.24473684210526314
0.0037199999999999998,high_consensus,scruples_anecdotes::test::ufyDNp6iBbTersKkpSuObs51qtkpIeH2,0.009716979352783976,0.7520074903522684,gpt-5.5,0.733439521638185,0.31587520873412944,0.040784313725490184
0.27227999999999997,diffuse,scruples_anecdotes::train::vJJTKCIsFMEFiNZItOSGMaj2M2QWxP7v,0.1462664195449646,1.3997756135503356,claude-sonnet-4-6,2.1622242557679536,0.9312193002569462,0.40588235294117647
0.19776,moderate_consensus,scruples_anecdotes::train::89YnPdaQl1e2fAR21zsTzmEPg2UHzQsA,0.31776294671290306,1.3847077840965452,deepseek/deepseek-v3.2,1.2577148214953864,0.541668290359525,0.5911764705882353
0.15199999999999997,high_consensus,scruples_anecdotes::train::0djwjpLgWEbZxXB4qwnsVdDZgNubNCdk,0.292885669159096,1.6854752972273344,grok-4.3,1.0144044449514424,0.43688021484603795,0.5695652173913044
0.26052,moderate_consensus,scruples_anecdotes::train::rpQ7SlkOOLFfug1yiragk2bEUdRzPnry,0.45085494232342926,1.3676694088837182,gpt-5.5,1.1635402011210707,0.5011094889988462,0.6947368421052632
0.263,low_consensus,scruples_anecdotes::train::uBYyQ7jMUngyv2FgjGbs7Z5PtHFANcKR,0.3994489895224985,1.4567796494470395,deepseek/deepseek-v3.2,1.744584207688996,0.7513515218366943,0.6473684210526316
0.023000000000000007,high_consensus,scruples_anecdotes::train::aL6HbwfQstGto8JG4lioXotl8SjuKKfp,0.02840354757640914,1.4567796494470395,deepseek/deepseek-v3.2,1.0301093919718476,0.44364396737351103,0.13372093023255816
0.059999999999999984,high_consensus,scruples_anecdotes::train::c9dJNcGIM1zjKBt5UQBwjNZvrvAd9ATk,0.09168580974318839,1.643751954420502,claude-sonnet-4-6,1.0834189322427712,0.46660313668986736,0.2595238095238095
0.22412,moderate_consensus,scruples_anecdotes::train::dGQKNZgtA5pl37JWXQbAQ6WZvbDjQ9lm,0.27013949148972527,1.8468115024459746,gpt-5.5,1.4657904693384451,0.631281594191465,0.5642105263157895
0.24,diffuse,scruples_anecdotes::train::rOuqKlmBtzMMFfRFoECvbA8CVjGwq36S,0.22565221607551517,1.9772354454083079,grok-4.3,2.16264411804726,0.9314001250982629,0.5181818181818182
0.154,low_consensus,scruples_anecdotes::train::g2MCm5iyHzyhNTGdQqkFNHB4QTwneNlT,0.13785968619566505,2.065957320949175,grok-4.3,1.3266285591633815,0.5713478217023499,0.3438697318007663
0.028639999999999992,low_consensus,scruples_anecdotes::train::HWXNkNh7S3wsrUiZp5HSD3yekDCI3k3O,0.02538151617545293,1.4137949574648776,gpt-5.5,1.8230264907128848,0.7851347742968418,0.14461538461538467
0.009000000000000001,high_consensus,scruples_anecdotes::train::kej5dtroBszLpkTAc0Tn5DuKmSNRdpDn,0.11081629428463498,0.6098403047164004,grok-4.3,1.055767528240695,0.4546943251883564,0.16129032258064518
0.28700000000000003,diffuse,scruples_anecdotes::train::2TviwO1NkPSCqElv6JX2ker9ePr40Em9,0.2731818642205711,1.4904685707328282,deepseek/deepseek-v3.2,1.9239771759778455,0.8286118679619053,0.4456521739130435
0.30835999999999997,low_consensus,scruples_anecdotes::train::bd8l4k0M8bpFd2prpu6BQPN42QD6Fv9o,0.4810392619115177,1.2639529576697097,gpt-5.5,1.6729330318733675,0.7204930400545079,0.6681818181818182
0.031999999999999994,high_consensus,scruples_anecdotes::train::ThyYH8co6yV3y8mredNin0c97I6h6o7N,0.05125835189493877,1.578897902987479,deepseek/deepseek-v3.2,0.8025317187948817,0.34563159839530383,0.20964912280701753
0.002599999999999999,low_consensus,scruples_anecdotes::train::tSD2MuspC78gpDbsOgxYBaGu9X1X4DYV,0.13541055157334905,0.6536395280563827,qwen/qwen3.7-max,1.8009709569877819,0.7756359729456428,0.3761904761904762
0.128,low_consensus,scruples_anecdotes::train::cSoqKjMFUX0HEs6iHEHxiJevjP2fB4aY,0.12021277923226742,1.8128876215181604,deepseek/deepseek-v3.2,1.6412794174853471,0.7068605703592928,0.3666666666666667
0.012679999999999997,moderate_consensus,scruples_anecdotes::train::qUlww2aMOtLbK3RYNurA3IgRoFFcSQHy,0.00987680133166675,0.9602801245235569,qwen/qwen3.7-max,1.2770049139968558,0.5499760810029752,0.07586206896551727
0.34219999999999995,diffuse,scruples_anecdotes::train::dPNRbnMuvm52GSqe4zPbQN3k2Athnpyk,0.3659785843923645,0.8558738940576782,qwen/qwen3.7-max,2.181937063546704,0.9397091444610608,0.6499999999999999
0.026760000000000006,moderate_consensus,scruples_anecdotes::test::CDhLo9FQGSVwEW7YsbDqbY6lfnh6kkz7,0.07924660646284715,1.305327179169773,qwen/qwen3.7-max,1.4657904693384451,0.631281594191465,0.16315789473684209
0.21400000000000002,low_consensus,scruples_anecdotes::train::U0wKfEUCs6agS14NFWRRFbrpIb9hoJK5,0.3044928472217955,1.5166422780956523,qwen/qwen3.7-max,1.59000517176535,0.6847779546947951,0.5984848484848485
0.233,diffuse,scruples_anecdotes::train::taQbupKHQQyz2LToTbw9ZhvnQKUQOfnb,0.16966830558291962,1.8192407046368488,claude-sonnet-4-6,2.2126099101247907,0.9529192204516245,0.4342105263157895
0.272,low_consensus,scruples_anecdotes::dev::0B3F45EFYVSuOB2kc2ruq9oGMPtPCzxZ,0.35905695729163173,1.578897902987479,deepseek/deepseek-v3.2,1.4509883482132035,0.6249066676130605,0.5994310099573258
0.07716,low_consensus,scruples_anecdotes::train::7IyPKbeIWR5vdwCvSKFrfbUn5xTKSKhr,0.037092899743204025,2.051907588021082,claude-sonnet-4-6,1.5693078231812958,0.6758640918453694,0.1970588235294118
0.0017199999999999987,moderate_consensus,scruples_anecdotes::train::kNn8wVayjRr8u7oWT99snaunFmzOslfA,0.05344763675385909,0.5421791902022728,qwen/qwen3.7-max,1.3699740752745009,0.5900157193890015,0.1866666666666667
0.01776,high_consensus,scruples_anecdotes::train::DvQC4Id7Ee4adFobazr8nHfL2iTImONs,0.03243301788867388,1.2025633027955334,grok-4.3,0.7208505859754506,0.3104534492530956,0.1476470588235294
0.24916,moderate_consensus,scruples_anecdotes::train::qYiueoOCTQov0hQK6pkBbNi1Jor9DMGf,0.41336375474751885,1.727396338237429,claude-sonnet-4-6,1.3699740752745009,0.5900157193890015,0.6699999999999999
0.042,diffuse,scruples_anecdotes::train::QWgodHvzM18iTgnrzlMwUDkplYcwWvrN,0.05726422512899647,1.6954618442383218,grok-4.3,1.7120954362128467,0.7373593695613133,0.22368421052631576
0.034999999999999996,low_consensus,scruples_anecdotes::test::eRuJXcM32FT8l1JQ9tBROfp8jOIPZNj9,0.07630017918779033,1.4166422780956525,grok-4.3,1.8799649487271108,0.809656833416415,0.18333333333333332
0.176,diffuse,scruples_anecdotes::train::3qAGW6mUsnQcS403QE1zBEg83QZNOVd3,0.2638223823530773,1.7387586809150082,claude-sonnet-4-6,2.0280916850766384,0.8734515463860745,0.5023809523809524
0.23199999999999998,low_consensus,scruples_anecdotes::train::WV6F60X29QIIkfqLNX1NbKPXffYufDWv,0.31895774882485445,1.578897902987479,deepseek/deepseek-v3.2,1.8230264907128848,0.7851347742968418,0.5961538461538461
0.26336,diffuse,scruples_anecdotes::test::rtWUb0kuq0L9cX5kbWUqRx9ddQ1nSBVM,0.24501152377838709,1.7333545221286757,gpt-5.5,1.8079045751188838,0.778622119737341,0.4482608695652174
0.008520000000000003,diffuse,scruples_anecdotes::train::BUrAdCqzvFo1ERXw76W9sEyZBqewedzM,0.12150922167939013,1.0070182662218932,qwen/qwen3.7-max,1.9956123808398374,0.8594634714287505,0.3463157894736842
0.263,low_consensus,scruples_anecdotes::train::jFScgwvnKdF0f22IkNqVBaagp57QiyZs,0.3403544396753637,1.6709505944546688,claude-sonnet-4-6,1.8230264907128848,0.7851347742968418,0.5461538461538461
0.016,moderate_consensus,scruples_anecdotes::train::ikzad8mGOsW71FA56szY6Oaldpwpqxws,0.008147856686249663,1.2917601481809735,deepseek/deepseek-v3.2,1.5058762556041068,0.6485456026480259,0.08076923076923079
0.0035199999999999997,high_consensus,scruples_anecdotes::dev::B3tru7AhqNIP7dcjzKp3XWPVgyzDBbsL,0.014343410284748335,0.6639385916705984,qwen/qwen3.7-max,0.7752593054584658,0.3338860092892213,0.05090909090909092
0.33916,low_consensus,scruples_anecdotes::train::eCxMOPJwKRjVbvwQTr8t1GGdwybh8gBf,0.6896608063427423,0.7970810816249836,claude-sonnet-4-6,1.6879430945989,0.7269575222056059,0.8366666666666667
0.01776,low_consensus,scruples_anecdotes::train::SsviapDSiQzOh5NhAjR3fxkfEzy8Ag7T,0.06420814365225466,1.2025633027955334,qwen/qwen3.7-max,1.8799649487271108,0.809656833416415,0.2333333333333333
0.0038399999999999997,low_consensus,scruples_anecdotes::train::6vzeehofUEWTV4bD9FXVxlw7tKkfF8Ne,0.10012655654561739,0.7444586153306337,qwen/qwen3.7-max,1.6879430945989,0.7269575222056059,0.28
0.23200000000000004,high_consensus,scruples_anecdotes::train::v1gGFDKixmpcGloFFv7EeOmKPJLmo3xQ,0.5045001406132806,1.8437519544205019,claude-sonnet-4-6,0.854656693597637,0.3680806031330168,0.7620689655172415
0.018,high_consensus,scruples_anecdotes::train::PZpzdAk82ycf3zq0Unk8PmDM1WtIrS3h,0.08329950007847539,1.1540157730728,grok-4.3,0.6424394146997139,0.276683595893558,0.1797979797979798
